time,LaserIAVG,LaserIPeak,LaserPDAVG,LaserPDModulation,temp,TECV,TECI
20.017769813537598,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.03844428062439,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.05924129486084,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.075667142868042,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.09757423400879,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.1199631690979,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.139644861221313,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.16128635406494,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.184633016586304,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.206259727478027,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.22548532485962,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.241596221923828,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.2620210647583,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.28496289253235,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.30747079849243,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.328067302703857,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.35047698020935,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.373145580291748,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.392011880874634,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.41247868537903,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.435262203216553,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.459531784057617,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.48399829864502,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.505563974380493,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.52542233467102,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.545539140701294,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
20.569477558135986,0.0,0.0,0.004698716104030609,0.006245613098144531,42.093353271484375,-4.969482421875,-4.749908447265625
